"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"2579","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","63.8830","202401","24","24,000","0","17","2024","주승로 51","202402~202602","신규","-","","","아파트"
"2580","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","월세","84.9937","202401","24","20,000","50","26","2023","인하로222번길 20","202402~202602","신규","-","","","아파트"
"2581","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","84.9597","202401","24","31,000","0","31","2022","참외전로 268","202402~202602","신규","-","","","아파트"
"2582","인천광역시 미추홀구 용현동","627-111","0627","0111","수정","월세","64.7600","202401","24","1,000","65","3","1985","아암대로 119","202403~202603","신규","-","","","아파트"
"2583","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","63.8830","202401","24","22,000","0","18","2024","주승로 51","202402~202602","신규","-","","","아파트"
"2584","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9357","202401","24","29,000","0","17","2007","매소홀로 340","202402~202602","신규","-","","","아파트"
"2585","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9700","202401","24","6,729","57","25","2018","숙골로112번길 11","-","-","-","","","아파트"
"2586","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","24","6,729","54","2","2018","숙골로112번길 11","-","-","-","","","아파트"
"2587","인천광역시 미추홀구 용현동","557-1","0557","0001","유원용현","전세","84.8810","202401","24","17,500","0","2","1989","낙섬중로 102","202402~202602","신규","-","","","아파트"
"2588","인천광역시 미추홀구 도화동","642-17","0642","0017","더프레스티움","전세","65.9100","202401","23","22,000","0","18","2021","경인로 165","202402~202602","신규","-","","","아파트"
"2589","인천광역시 미추홀구 용현동","649","0649","0000","성원상떼빌","월세","84.9297","202401","23","2,000","100","17","2009","낙섬동로 104","202403~202603","신규","-","","","아파트"
"2590","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","23","6,729","57","22","2018","숙골로112번길 11","202402~202602","갱신","-","6,578","56","아파트"
"2591","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","23","9,628","50","12","2018","숙골로112번길 11","-","-","-","","","아파트"
"2592","인천광역시 미추홀구 주안동","1638","1638","0000","주안역신일해피트리","전세","84.9500","202401","23","45,000","0","4","2022","길파로27번길 43","202402~202602","신규","-","","","아파트"
"2593","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8700","202401","23","6,212","50","14","2018","숙골로88번길 46","-","-","-","","","아파트"
"2594","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","월세","84.9900","202401","23","3,000","120","9","2023","낙섬동로 134","202402~202602","신규","-","","","아파트"
"2595","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202401","23","33,000","0","9","2016","용정공원로 33","202404~202604","신규","-","","","아파트"
"2596","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202401","23","34,000","0","30","2016","용정공원로 33","202402~202602","신규","-","","","아파트"
"2597","인천광역시 미추홀구 용현동","627-534","0627","0534","신창미션힐","전세","84.6488","202401","23","10,000","0","1","2004","매소홀로 171","202401~202601","신규","-","","","아파트"
"2598","인천광역시 미추홀구 용현동","627-534","0627","0534","신창미션힐","전세","84.6488","202401","23","10,000","0","1","2004","매소홀로 171","202401~202601","신규","-","","","아파트"
"2599","인천광역시 미추홀구 학익동","711-3","0711","0003","현광1차","월세","84.6450","202401","23","2,000","90","19","2000","한나루로357번길 165","202403~202603","신규","-","","","아파트"
"2600","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8700","202401","23","11,388","34","2","2018","숙골로88번길 46","-","-","-","","","아파트"
"2601","인천광역시 미추홀구 주안동","962-1","0962","0001","광해리드빌(101동)","전세","84.9760","202401","23","19,000","0","7","2001","주안로 171","202404~202604","신규","-","","","아파트"
"2602","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202401","23","13,976","39","8","2018","숙골로88번길 46","-","-","-","","","아파트"
"2603","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8400","202401","23","6,212","50","11","2018","숙골로88번길 46","-","-","-","","","아파트"
"2604","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8700","202401","23","6,212","50","27","2018","숙골로88번길 46","-","-","-","","","아파트"
"2605","인천광역시 미추홀구 관교동","13-10","0013","0010","삼환2(삼환관교2단지)","월세","84.9000","202401","23","6,000","50","4","1991","문화로 23","202402~202602","신규","-","","","아파트"
"2606","인천광역시 미추홀구 관교동","13-10","0013","0010","삼환2(삼환관교2단지)","월세","84.9000","202401","23","6,000","50","4","1991","문화로 23","202402~202602","신규","-","","","아파트"
"2607","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","22","6,212","50","5","2018","숙골로88번길 46","-","-","-","","","아파트"
"2608","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","전세","73.9559","202401","22","21,500","0","3","2023","인하로222번길 20","202402~202602","신규","-","","","아파트"
"2609","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","22","6,212","48","3","2018","숙골로88번길 46","-","-","-","","","아파트"
"2610","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","월세","63.8620","202401","22","1,000","80","18","2024","주승로 51","202402~202602","신규","-","","","아파트"
"2611","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(201~205)","전세","84.9750","202401","22","33,000","0","20","2008","경원대로864번길 114","202402~202602","신규","-","","","아파트"
"2612","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","22","6,729","57","12","2018","숙골로112번길 11","-","-","-","","","아파트"
"2613","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","22","13,976","39","17","2018","숙골로112번길 11","-","-","-","","","아파트"
"2614","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","22","11,077","44","3","2018","숙골로112번길 11","-","-","-","","","아파트"
"2615","인천광역시 미추홀구 주안동","1556-59","1556","0059","캐슬앤더샵","전세","84.9992","202401","22","34,000","0","31","2022","경원대로780번길 22","202402~202602","신규","-","","","아파트"
"2616","인천광역시 미추홀구 용현동","659","0659","0000","인천용현엑슬루타워","전세","84.7710","202401","22","25,000","0","30","2011","아암대로29번길 16","202402~202602","신규","-","","","아파트"
"2617","인천광역시 미추홀구 주안동","1556-59","1556","0059","캐슬앤더샵","전세","84.9992","202401","22","34,000","0","31","2022","경원대로780번길 22","202402~202602","신규","-","","","아파트"
"2618","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202401","22","33,000","0","6","2016","용정공원로 33","202403~202603","신규","-","","","아파트"
"2619","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202401","22","33,000","0","6","2016","용정공원로 33","202403~202603","신규","-","","","아파트"
"2620","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","22","6,729","57","9","2018","숙골로112번길 11","-","-","-","","","아파트"
"2621","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","22","13,976","39","25","2018","숙골로112번길 11","-","-","-","","","아파트"
"2622","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","22","6,729","55","3","2018","숙골로112번길 11","202402~202602","갱신","-","6,578","54","아파트"
"2623","인천광역시 미추홀구 학익동","50","0050","0000","신동아8","전세","84.9600","202401","22","28,000","0","2","1997","매소홀로475번길 60","202402~202602","신규","-","","","아파트"
"2624","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","74.8816","202401","22","33,000","0","30","2022","참외전로 268","202402~202602","신규","-","","","아파트"
"2625","인천광역시 미추홀구 용현동","627-40","0627","0040","금호타운","전세","84.2900","202401","22","22,000","0","8","1991","낙섬동로 9","202403~202603","신규","-","","","아파트"
"2626","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","84.9171","202401","22","38,000","0","30","2022","참외전로 268","202402~202501","갱신","-","38,000","0","아파트"
"2627","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","22","11,388","37","11","2018","숙골로88번길 46","-","-","-","","","아파트"
"2628","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8400","202401","22","11,388","37","17","2018","숙골로88번길 46","-","-","-","","","아파트"
"2629","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","22","6,212","50","10","2018","숙골로88번길 46","-","-","-","","","아파트"
"2630","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8400","202401","22","6,212","50","14","2018","숙골로88번길 46","-","-","-","","","아파트"
"2631","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","84.9353","202401","21","33,000","0","46","2020","숙골로88번길 12","202403~202603","신규","-","","","아파트"
"2632","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","63.8620","202401","21","22,000","0","4","2024","주승로 51","202403~202603","신규","-","","","아파트"
"2633","인천광역시 미추홀구 주안동","1638","1638","0000","주안역신일해피트리","전세","72.6070","202401","20","35,000","0","2","2022","길파로27번길 43","-","-","-","","","아파트"
"2634","인천광역시 미추홀구 관교동","13-9","0013","0009","성지","월세","84.9450","202401","20","2,000","85","3","1991","문화로 35","202402~202602","신규","-","","","아파트"
"2635","인천광역시 미추홀구 용현동","627-105","0627","0105","한양2차","월세","67.5900","202401","20","0","45","4","1992","매소홀로 23-42","202402~202601","신규","-","","","아파트"
"2636","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","63.8830","202401","20","22,000","0","12","2024","주승로 51","202402~202602","신규","-","","","아파트"
"2637","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","63.8830","202401","20","22,000","0","12","2024","주승로 51","202402~202602","신규","-","","","아파트"
"2638","인천광역시 미추홀구 주안동","114-1","0114","0001","주안애캐슬","전세","60.0254","202401","20","13,700","0","3","2013","주안중로50번길 27-8","202402~202602","신규","-","","","아파트"
"2639","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","전세","84.9900","202401","20","30,000","0","24","2023","낙섬동로 134","202402~202602","신규","-","","","아파트"
"2640","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","전세","84.9800","202401","20","26,000","0","21","2023","낙섬동로 134","202402~202602","신규","-","","","아파트"
"2641","인천광역시 미추홀구 학익동","413-1","0413","0001","장미1","전세","77.4300","202401","20","13,000","0","5","1984","소성로 72","202403~202603","신규","-","","","아파트"
"2642","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(101~111,124~132)","전세","84.9750","202401","20","30,000","0","10","2008","경원대로 884","202402~202602","신규","-","","","아파트"
"2643","인천광역시 미추홀구 주안동","1621","1621","0000","관교한신휴플러스","월세","84.7488","202401","20","2,000","100","1","2010","경원대로 717","202402~202602","신규","-","","","아파트"
"2644","인천광역시 미추홀구 주안동","1491-3","1491","0003","연흥","월세","61.9600","202401","19","1,000","65","3","1985","인하로329번길 23","202402~202602","신규","-","","","아파트"
"2645","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","19","6,729","55","3","2018","숙골로112번길 11","-","-","-","","","아파트"
"2646","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202401","19","13,976","39","16","2018","숙골로88번길 46","-","-","-","","","아파트"
"2647","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","19","6,212","49","4","2018","숙골로88번길 46","-","-","-","","","아파트"
"2648","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","19","11,388","37","20","2018","숙골로88번길 46","-","-","-","","","아파트"
"2649","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","19","13,976","39","11","2018","숙골로112번길 11","-","-","-","","","아파트"
"2650","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8700","202401","19","6,212","50","21","2018","숙골로88번길 46","-","-","-","","","아파트"
"2651","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","19","6,212","47","2","2018","숙골로88번길 46","-","-","-","","","아파트"
"2652","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8700","202401","19","6,212","50","13","2018","숙골로88번길 46","-","-","-","","","아파트"
"2653","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","월세","73.9559","202401","19","3,000","100","17","2023","인하로222번길 20","202401~202505","신규","-","","","아파트"
"2654","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","19","6,729","57","16","2018","숙골로112번길 11","-","-","-","","","아파트"
"2655","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","84.8360","202401","19","30,000","0","14","2024","주승로 51","202402~202602","신규","-","","","아파트"
"2656","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","전세","84.9900","202401","19","33,500","0","27","2023","낙섬동로 134","202402~202602","신규","-","","","아파트"
"2657","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202401","18","11,077","47","9","2018","숙골로88번길 46","202402~202602","신규","-","","","아파트"
"2658","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","월세","74.9800","202401","18","3,000","105","16","2023","낙섬동로 134","202402~202602","신규","-","","","아파트"
"2659","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","월세","74.9800","202401","18","3,000","105","16","2023","낙섬동로 134","202402~202602","신규","-","","","아파트"
"2660","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","월세","74.9800","202401","18","4,000","115","15","2023","낙섬동로 134","202402~202602","신규","-","","","아파트"
"2661","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(101~111,124~132)","전세","84.9750","202401","18","38,700","0","3","2008","경원대로 884","202401~202407","갱신","사용","41,000","0","아파트"
"2662","인천광역시 미추홀구 용현동","지구BL 2","0002","0000","엘에이치미추홀퍼스트","전세","84.7300","202401","18","24,000","0","4","2018","낙섬동로 135","202402~202602","신규","-","","","아파트"
"2663","인천광역시 미추홀구 용현동","572-3","0572","0003","용현동아","월세","84.5600","202401","18","2,000","60","5","1990","능해길 32","202401~202601","신규","-","","","아파트"
"2664","인천광역시 미추홀구 주안동","1613","1613","0000","주안휴먼빌","전세","84.9690","202401","18","19,500","0","2","2006","한나루로550번길 63","202402~202602","신규","-","","","아파트"
"2665","인천광역시 미추홀구 도화동","1040","1040","0000","주안역미추홀더리브","월세","74.3004","202401","18","1,500","100","13","2023","경인로325번길 27","202402~202602","신규","-","","","아파트"
"2666","인천광역시 미추홀구 학익동","711-3","0711","0003","현광1차","전세","84.6450","202401","18","16,000","0","2","2000","한나루로357번길 165","202402~202602","신규","-","","","아파트"
"2667","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202401","18","6,729","57","20","2018","숙골로88번길 46","-","-","-","","","아파트"
"2668","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","18","6,212","50","16","2018","숙골로88번길 46","-","-","-","","","아파트"
"2669","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9900","202401","18","6,729","57","25","2018","숙골로88번길 46","-","-","-","","","아파트"
"2670","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","18","6,212","50","24","2018","숙골로88번길 46","-","-","-","","","아파트"
"2671","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","18","6,212","50","29","2018","숙골로88번길 46","-","-","-","","","아파트"
"2672","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202401","18","6,729","57","21","2018","숙골로88번길 46","-","-","-","","","아파트"
"2673","인천광역시 미추홀구 관교동","13-9","0013","0009","성지","전세","84.9450","202401","18","25,000","0","13","1991","문화로 35","202404~202604","신규","-","","","아파트"
"2674","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","18","11,077","47","23","2018","숙골로112번길 11","-","-","-","","","아파트"
"2675","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9700","202401","18","6,729","57","27","2018","숙골로112번길 11","-","-","-","","","아파트"
"2676","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9900","202401","18","6,729","57","24","2018","숙골로112번길 11","-","-","-","","","아파트"
"2677","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9900","202401","18","6,729","57","12","2018","숙골로112번길 11","-","-","-","","","아파트"
"2678","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","18","6,729","57","5","2018","숙골로112번길 11","-","-","-","","","아파트"
"2679","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","18","13,976","39","18","2018","숙골로112번길 11","-","-","-","","","아파트"
"2680","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9700","202401","18","6,729","57","29","2018","숙골로112번길 11","-","-","-","","","아파트"
"2681","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","18","6,729","55","3","2018","숙골로112번길 11","-","-","-","","","아파트"
"2682","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","18","8,179","47","1","2018","숙골로112번길 11","-","-","-","","","아파트"
"2683","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","18","6,729","57","8","2018","숙골로112번길 11","-","-","-","","","아파트"
"2684","인천광역시 미추홀구 관교동","13-7","0013","0007","쌍용","월세","84.9500","202401","18","3,000","90","10","1991","주승로 231","202402~202602","신규","-","","","아파트"
"2685","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9767","202401","17","26,000","0","19","2007","매소홀로 340","202403~202603","신규","-","","","아파트"
"2686","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8400","202401","17","11,388","37","25","2018","숙골로88번길 46","-","-","-","","","아파트"
"2687","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","17","9,628","50","28","2018","숙골로112번길 11","-","-","-","","","아파트"
"2688","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","17","6,729","57","15","2018","숙골로112번길 11","-","-","-","","","아파트"
"2689","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","17","6,729","54","2","2018","숙골로112번길 11","-","-","-","","","아파트"
"2690","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","17","13,976","39","26","2018","숙골로112번길 11","-","-","-","","","아파트"
"2691","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","17","6,729","57","11","2018","숙골로112번길 11","-","-","-","","","아파트"
"2692","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","17","11,077","47","27","2018","숙골로112번길 11","-","-","-","","","아파트"
"2693","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","17","9,628","50","15","2018","숙골로112번길 11","-","-","-","","","아파트"
"2694","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8400","202401","17","6,212","50","27","2018","숙골로88번길 46","-","-","-","","","아파트"
"2695","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","전세","73.9585","202401","17","30,000","0","32","2021","독배로251번길 24","202402~202602","신규","-","","","아파트"
"2696","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","17","11,388","36","4","2018","숙골로88번길 46","-","-","-","","","아파트"
"2697","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202401","17","6,729","57","8","2018","숙골로88번길 46","-","-","-","","","아파트"
"2698","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","전세","84.9900","202401","17","30,000","0","28","2023","낙섬동로 134","202402~202602","신규","-","","","아파트"
"2699","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","17","6,729","57","27","2018","숙골로112번길 11","-","-","-","","","아파트"
"2700","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202401","17","6,729","57","20","2018","숙골로88번길 46","-","-","-","","","아파트"
"2701","인천광역시 미추홀구 학익동","125-1","0125","0001","신동아2","월세","73.2800","202401","17","5,000","50","10","1989","소성로 211","202404~202604","신규","-","","","아파트"
"2702","인천광역시 미추홀구 도화동","1040","1040","0000","주안역미추홀더리브","월세","84.8397","202401","17","1,000","125","13","2023","경인로325번길 27","202402~202602","신규","-","","","아파트"
"2703","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9767","202401","17","26,000","0","19","2007","매소홀로 340","202402~202602","신규","-","","","아파트"
"2704","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9357","202401","17","28,000","0","5","2007","매소홀로 340","202402~202602","갱신","-","28,000","0","아파트"
"2705","인천광역시 미추홀구 주안동","80","0080","0000","현대","월세","84.3300","202401","16","3,000","60","3","1985","경인로 395","202403~202603","신규","-","","","아파트"
"2706","인천광역시 미추홀구 숭의동","431-61","0431","0061","미래아파트","전세","75.6200","202401","16","15,000","0","3","2004","샛골로 4","202402~202602","신규","-","","","아파트"
"2707","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","16","6,212","50","12","2018","숙골로88번길 46","202402~202602","갱신","-","6,072","49","아파트"
"2708","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202401","16","6,212","50","19","2018","숙골로88번길 46","-","-","-","","","아파트"
"2709","인천광역시 미추홀구 주안동","1490-3","1490","0003","경민","전세","60.7200","202401","16","10,000","0","1","1984","미추홀대로578번길 41","202403~202603","신규","-","","","아파트"
"2710","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202401","16","13,976","39","17","2018","숙골로88번길 46","-","-","-","","","아파트"
"2711","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","84.9171","202401","16","33,000","0","15","2022","참외전로 268","202401~202601","신규","-","","","아파트"
"2712","인천광역시 미추홀구 숭의동","431-61","0431","0061","미래아파트","전세","75.6200","202401","16","11,000","0","3","2004","샛골로 4","202402~202602","신규","-","","","아파트"
"2713","인천광역시 미추홀구 학익동","48-14","0048","0014","신동아3","전세","84.9100","202401","16","20,000","0","3","1990","매소홀로475번길 18","202403~202603","신규","-","","","아파트"
"2714","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","16","6,729","57","8","2018","숙골로112번길 11","202402~202602","신규","-","","","아파트"
"2715","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","16","6,729","57","28","2018","숙골로112번길 11","202402~202602","갱신","-","6,578","56","아파트"
"2716","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","16","13,976","39","25","2018","숙골로112번길 11","-","-","-","","","아파트"
"2717","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9900","202401","16","6,729","57","14","2018","숙골로112번길 11","-","-","-","","","아파트"
"2718","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","16","6,729","57","22","2018","숙골로112번길 11","-","-","-","","","아파트"
"2719","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","16","6,729","57","28","2018","숙골로112번길 11","-","-","-","","","아파트"
"2720","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","16","6,729","57","17","2018","숙골로112번길 11","-","-","-","","","아파트"
"2721","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","16","13,976","39","15","2018","숙골로112번길 11","-","-","-","","","아파트"
"2722","인천광역시 미추홀구 용현동","656","0656","0000","용현엠코타운","월세","84.9204","202401","16","2,000","100","5","2011","토금북로 56","202402~202602","신규","-","","","아파트"
"2723","인천광역시 미추홀구 주안동","80","0080","0000","현대","월세","84.3300","202401","16","3,000","60","3","1985","경인로 395","202403~202603","신규","-","","","아파트"
"2724","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8700","202401","16","6,212","50","26","2018","숙골로88번길 46","-","-","-","","","아파트"
"2725","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","16","6,729","57","22","2018","숙골로112번길 11","-","-","-","","","아파트"
"2726","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","16","13,976","39","10","2018","숙골로112번길 11","-","-","-","","","아파트"
"2727","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9700","202401","16","6,729","57","5","2018","숙골로112번길 11","-","-","-","","","아파트"
"2728","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","16","13,662","38","8","2018","숙골로112번길 11","-","-","-","","","아파트"
"2729","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","15","6,729","57","26","2018","숙골로112번길 11","202402~202602","갱신","-","6,578","56","아파트"
"2730","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","15","6,729","57","20","2018","숙골로112번길 11","-","-","-","","","아파트"
"2731","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","15","6,729","54","2","2018","숙골로112번길 11","-","-","-","","","아파트"
"2732","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202401","15","6,729","57","18","2018","숙골로112번길 11","-","-","-","","","아파트"
"2733","인천광역시 미추홀구 용현동","557-1","0557","0001","유원용현","전세","84.9200","202401","15","15,000","0","10","1990","낙섬중로 102","202402~202602","신규","-","","","아파트"
"2734","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9900","202401","15","6,729","56","4","2018","숙골로112번길 11","-","-","-","","","아파트"
